Order_ID,Customer_ID,Partner_ID,Order_Date,Payment_Mode,Delivery_Time_Min,Delivery_Status
O040429,C03171,D0006,30-05-2022,UPI,27,Delivered
O040430,C02546,D0385,03-08-2022,Card,43,Cancelled
O040431,C03214,D0266,07-01-2023,Wallet,33,Cancelled
O040432,C01972,D0418,04-01-2023,Wallet,12,Late
O040433,C02488,D0063,19-07-2022,Wallet,55,Cancelled
O040434,C01759,D0361,23-12-2022,Cash,19,Cancelled
O040435,C02799,D0122,30-10-2023,Cash,45,Cancelled
O040436,C00994,D0354,04-07-2022,Cash,36,Late
O040437,C00826,D0280,22-05-2025,UPI,46,Cancelled
O040438,C00122,D0046,11-01-2022,Card,33,Late
O040439,C01853,D0471,19-09-2023,Wallet,34,Late
O040440,C01690,D0421,01-09-2023,Wallet,14,Late
O040441,C03712,D0433,19-07-2021,Wallet,60,Cancelled
O040442,C03950,D0437,03-03-2025,Wallet,23,Delivered
O040443,C02522,D0201,05-02-2024,UPI,35,Late
O040444,C02192,D0327,14-02-2021,Cash,51,Cancelled
O040445,C02360,D0496,12-10-2024,Wallet,58,Late
O040446,C03361,D0379,18-03-2023,Card,19,Delivered
O040447,C02740,D0438,15-02-2021,Wallet,55,Late
O040448,C03206,D0048,03-04-2022,UPI,26,Late
O040449,C01781,D0147,20-06-2025,Cash,54,Cancelled
O040450,C03826,D0213,03-03-2022,Card,9,Delivered
O040451,C01024,D0383,07-07-2021,Wallet,17,Cancelled
O040452,C04992,D0358,04-10-2024,Wallet,49,Delivered
O040453,C02071,D0221,27-08-2025,Cash,49,Late
O040454,C01968,D0122,14-06-2025,Card,52,Delivered
O040455,C03518,D0136,12-08-2024,Card,14,Late
O040456,C00667,D0482,06-09-2021,Wallet,15,Late
O040457,C02489,D0159,02-02-2025,Wallet,43,Delivered
O040458,C03510,D0264,18-01-2025,Card,25,Delivered
O040459,C01806,D0071,22-02-2023,Cash,56,Cancelled
O040460,C03175,D0371,02-02-2024,Wallet,13,Delivered
O040461,C04653,D0246,10-04-2021,Cash,18,Cancelled
O040462,C04985,D0495,11-07-2023,Cash,21,Delivered
O040463,C00497,D0149,04-04-2024,Card,27,Cancelled
O040464,C02724,D0037,18-09-2023,Card,21,Delivered
O040465,C03100,D0284,25-10-2025,Card,60,Late
O040466,C04501,D0407,04-09-2023,UPI,47,Late
O040467,C01305,D0352,03-10-2021,Card,17,Delivered
O040468,C00512,D0483,26-01-2023,Wallet,44,Late
O040469,C04492,D0072,11-10-2021,UPI,13,Late
O040470,C02045,D0190,08-06-2023,Card,9,Late
O040471,C02534,D0236,17-04-2023,Wallet,39,Delivered
O040472,C04912,D0004,11-03-2022,Card,44,Delivered
O040473,C00623,D0318,25-12-2022,Card,24,Delivered
O040474,C03640,D0007,22-12-2021,UPI,56,Delivered
O040475,C04018,D0239,29-05-2024,UPI,59,Delivered
O040476,C00701,D0467,17-09-2022,UPI,41,Cancelled
O040477,C04698,D0159,22-09-2022,UPI,9,Late
O040478,C03555,D0103,12-06-2021,UPI,36,Cancelled
O040479,C01267,D0257,31-01-2025,UPI,39,Delivered
O040480,C03043,D0451,25-05-2024,Wallet,12,Cancelled
O040481,C03184,D0180,08-06-2025,Cash,10,Cancelled
O040482,C04649,D0273,17-06-2024,Cash,23,Delivered
O040483,C02645,D0370,25-08-2021,Cash,36,Late
O040484,C00096,D0214,27-08-2021,Card,41,Late
O040485,C00662,D0142,24-10-2024,Wallet,35,Delivered
O040486,C02545,D0426,15-07-2024,Wallet,59,Cancelled
O040487,C02249,D0073,25-01-2022,Card,36,Late
O040488,C00834,D0152,19-02-2021,Cash,42,Delivered
O040489,C00607,D0374,30-09-2023,Card,29,Cancelled
O040490,C04826,D0106,09-08-2021,Wallet,31,Cancelled
O040491,C01383,D0330,28-02-2021,Cash,31,Late
O040492,C04971,D0058,22-11-2023,Cash,23,Delivered
O040493,C00378,D0437,25-05-2023,Card,20,Late
O040494,C02689,D0001,25-03-2021,Card,24,Delivered
O040495,C01146,D0125,25-03-2021,Cash,24,Delivered
O040496,C03876,D0092,13-07-2025,UPI,52,Cancelled
O040497,C02493,D0281,03-10-2025,Cash,16,Cancelled
O040498,C04831,D0028,06-08-2025,Cash,56,Delivered
O040499,C01251,D0387,31-12-2022,Cash,50,Late
O040500,C03166,D0472,02-01-2023,Card,13,Delivered
O040501,C00503,D0032,08-10-2024,Cash,24,Cancelled
O040502,C02338,D0422,02-08-2025,UPI,30,Cancelled
O040503,C00648,D0169,03-02-2022,Wallet,44,Late
O040504,C01778,D0140,25-06-2024,Wallet,56,Cancelled
O040505,C04363,D0383,11-01-2021,Cash,40,Late
O040506,C01191,D0222,04-04-2022,Card,50,Late
O040507,C03543,D0402,30-11-2024,Card,49,Late
O040508,C03134,D0455,29-03-2022,UPI,33,Late
O040509,C02074,D0071,17-10-2023,UPI,16,Cancelled
O040510,C01479,D0086,04-03-2021,Card,36,Cancelled
O040511,C02415,D0041,06-08-2024,UPI,39,Delivered
O040512,C03699,D0199,13-06-2021,UPI,44,Cancelled
O040513,C02967,D0491,28-08-2021,Card,13,Late
O040514,C00475,D0240,22-01-2022,Wallet,23,Cancelled
O040515,C04878,D0231,29-09-2021,UPI,20,Delivered
O040516,C00344,D0060,21-07-2025,Cash,53,Delivered
O040517,C02236,D0017,01-09-2024,Cash,12,Late
O040518,C03007,D0408,20-08-2022,Wallet,29,Late
O040519,C04977,D0242,18-04-2021,Cash,12,Delivered
O040520,C00064,D0355,28-11-2023,UPI,32,Delivered
O040521,C01882,D0160,28-04-2022,Card,37,Delivered
O040522,C04170,D0402,12-04-2021,Card,10,Delivered
O040523,C00155,D0267,14-01-2022,Card,53,Cancelled
O040524,C01654,D0227,27-02-2022,Wallet,33,Cancelled
O040525,C00308,D0138,14-07-2023,UPI,49,Delivered
O040526,C01490,D0470,18-08-2025,UPI,33,Cancelled
O040527,C01861,D0248,04-04-2022,Card,58,Cancelled
O040528,C02795,D0152,06-03-2021,Cash,47,Delivered
O040529,C04629,D0350,02-12-2025,Cash,50,Delivered
O040530,C01309,D0061,23-05-2023,UPI,39,Late
O040531,C04215,D0094,29-05-2024,Cash,50,Delivered
O040532,C03705,D0476,26-07-2025,Card,22,Cancelled
O040533,C01619,D0381,26-09-2022,Card,24,Late
O040534,C00501,D0330,31-10-2021,UPI,11,Cancelled
O040535,C00295,D0468,23-08-2022,Wallet,22,Cancelled
O040536,C01946,D0266,09-12-2022,Wallet,49,Delivered
O040537,C02324,D0404,07-04-2022,Card,60,Late
O040538,C03866,D0194,29-12-2021,UPI,43,Cancelled
O040539,C04199,D0061,09-03-2024,Card,32,Cancelled
O040540,C03027,D0266,03-08-2022,Cash,40,Late
O040541,C02518,D0110,18-08-2023,Card,45,Cancelled
O040542,C02526,D0276,11-08-2021,Wallet,41,Delivered
O040543,C03210,D0068,19-06-2021,Card,37,Delivered
O040544,C04734,D0331,26-09-2023,UPI,16,Delivered
O040545,C01128,D0365,26-06-2021,Wallet,38,Cancelled
O040546,C00424,D0139,06-11-2025,Wallet,34,Late
O040547,C03490,D0093,14-07-2025,Cash,27,Delivered
O040548,C04257,D0151,24-03-2021,Wallet,54,Delivered
O040549,C02010,D0306,29-09-2025,Card,40,Late
O040550,C02676,D0069,16-07-2023,UPI,25,Delivered
O040551,C03789,D0408,10-07-2021,Wallet,24,Delivered
O040552,C00557,D0471,26-04-2025,UPI,27,Delivered
O040553,C02444,D0030,08-05-2023,Card,21,Delivered
O040554,C03005,D0326,20-05-2025,Card,27,Delivered
O040555,C04762,D0074,04-09-2022,Card,28,Delivered
O040556,C01498,D0470,23-05-2024,Cash,9,Delivered
O040557,C03520,D0242,18-05-2024,Card,48,Delivered
O040558,C02926,D0481,21-08-2024,Cash,23,Cancelled
O040559,C03310,D0472,30-11-2025,Wallet,16,Delivered
O040560,C04423,D0417,14-07-2025,Wallet,35,Cancelled
O040561,C01571,D0177,07-06-2025,Card,49,Cancelled
O040562,C03828,D0298,08-11-2024,Card,10,Cancelled
O040563,C04867,D0352,22-08-2022,Wallet,39,Cancelled
O040564,C00376,D0349,15-10-2023,UPI,26,Delivered
O040565,C00895,D0291,20-01-2023,Card,27,Cancelled
O040566,C01597,D0477,21-07-2023,Card,18,Late
O040567,C04674,D0266,10-10-2023,Cash,26,Late
O040568,C03219,D0095,11-03-2024,Wallet,55,Late
O040569,C02568,D0183,22-09-2024,Wallet,50,Late
O040570,C03698,D0351,02-08-2021,Card,38,Delivered
O040571,C01044,D0297,29-09-2025,UPI,46,Late
O040572,C00559,D0422,03-09-2024,Cash,21,Delivered
O040573,C02136,D0144,04-03-2024,Wallet,52,Cancelled
O040574,C02580,D0372,16-12-2021,Wallet,55,Delivered
O040575,C01015,D0091,24-07-2024,Cash,9,Late
O040576,C02852,D0447,11-09-2024,Cash,58,Delivered
O040577,C01778,D0435,24-08-2025,Wallet,58,Late
O040578,C01144,D0044,24-12-2024,Cash,16,Delivered
O040579,C01017,D0012,19-02-2022,Card,10,Delivered
O040580,C02473,D0052,26-05-2022,UPI,60,Late
O040581,C04840,D0265,27-09-2025,UPI,40,Late
O040582,C04876,D0032,12-09-2023,Cash,43,Cancelled
O040583,C04184,D0145,28-06-2023,Card,54,Delivered
O040584,C01560,D0013,26-09-2022,Cash,44,Late
O040585,C01858,D0237,10-10-2022,Cash,20,Late
O040586,C01849,D0206,16-03-2025,UPI,50,Late
O040587,C00181,D0157,12-09-2021,Cash,14,Late
O040588,C04676,D0335,15-07-2021,Wallet,38,Cancelled
O040589,C04689,D0102,29-08-2025,Card,58,Delivered
O040590,C03686,D0247,21-03-2025,Cash,20,Late
O040591,C01063,D0098,29-09-2025,Card,48,Late
O040592,C03602,D0464,26-04-2021,Cash,55,Cancelled
O040593,C04030,D0014,31-05-2023,Wallet,29,Late
O040594,C03534,D0406,24-09-2023,Card,23,Cancelled
O040595,C01418,D0038,25-04-2022,Cash,21,Cancelled
O040596,C01641,D0389,20-01-2022,Card,59,Delivered
O040597,C03776,D0111,14-12-2024,UPI,11,Cancelled
O040598,C04730,D0154,22-01-2023,Wallet,34,Delivered
O040599,C04757,D0141,09-09-2021,UPI,16,Cancelled
O040600,C01467,D0469,31-03-2023,Wallet,54,Cancelled
O040601,C00673,D0053,26-11-2022,Card,30,Late
O040602,C04815,D0356,03-05-2025,UPI,60,Cancelled
O040603,C01938,D0381,17-04-2025,Cash,47,Delivered
O040604,C00382,D0129,18-07-2023,Cash,48,Cancelled
O040605,C02331,D0254,10-03-2022,UPI,21,Late
O040606,C03925,D0314,08-08-2022,Card,33,Late
O040607,C02938,D0233,17-08-2022,Card,32,Late
O040608,C03764,D0274,13-02-2021,UPI,54,Delivered
O040609,C02652,D0378,06-05-2022,UPI,54,Cancelled
O040610,C04363,D0292,18-06-2022,Wallet,19,Cancelled
O040611,C03362,D0048,08-05-2021,UPI,24,Delivered
O040612,C01768,D0202,09-09-2022,Wallet,29,Delivered
O040613,C01141,D0251,21-08-2025,Cash,59,Cancelled
O040614,C01930,D0344,11-05-2024,Wallet,25,Delivered
O040615,C02886,D0223,18-11-2023,Cash,29,Cancelled
O040616,C04051,D0331,13-12-2025,Cash,46,Delivered
O040617,C00874,D0180,13-07-2025,UPI,22,Late
O040618,C02411,D0418,08-02-2025,Cash,9,Cancelled
O040619,C03887,D0248,24-03-2023,Card,37,Cancelled
O040620,C03189,D0020,15-12-2024,UPI,40,Late
O040621,C04868,D0294,10-11-2023,Wallet,14,Delivered
O040622,C02249,D0232,17-09-2021,Wallet,8,Delivered
O040623,C04981,D0299,23-10-2025,UPI,10,Cancelled
O040624,C04257,D0333,09-06-2023,Card,33,Delivered
O040625,C02889,D0211,01-04-2021,Card,48,Cancelled
O040626,C02994,D0418,14-12-2022,UPI,57,Late
O040627,C01096,D0187,28-05-2021,Card,19,Delivered
O040628,C03381,D0294,14-07-2023,Cash,45,Delivered
O040629,C03297,D0292,24-11-2023,Wallet,47,Late
O040630,C01556,D0203,02-04-2021,UPI,49,Late
O040631,C04240,D0056,07-11-2024,Cash,35,Cancelled
O040632,C04654,D0091,11-05-2021,Wallet,33,Cancelled
O040633,C04456,D0157,24-03-2024,UPI,59,Delivered
O040634,C00431,D0143,21-12-2025,UPI,28,Cancelled
O040635,C02794,D0189,17-06-2023,UPI,22,Delivered
O040636,C02862,D0018,03-01-2025,Card,46,Late
O040637,C02216,D0230,12-12-2021,Wallet,58,Delivered
O040638,C01182,D0108,28-08-2025,Card,53,Delivered
O040639,C02634,D0239,19-12-2022,Cash,42,Cancelled
O040640,C02881,D0052,24-07-2024,Wallet,47,Late
O040641,C00752,D0162,25-05-2023,Card,54,Cancelled
O040642,C03099,D0484,17-06-2024,UPI,52,Delivered
O040643,C00962,D0166,09-02-2022,Wallet,60,Cancelled
O040644,C02258,D0102,28-06-2023,Cash,47,Delivered
O040645,C00157,D0103,11-09-2024,Cash,60,Late
O040646,C02860,D0150,08-07-2023,Card,40,Cancelled
O040647,C01138,D0320,16-05-2022,Cash,18,Late
O040648,C02036,D0075,25-02-2023,Cash,31,Cancelled
O040649,C01488,D0102,23-02-2022,Card,34,Delivered
O040650,C03747,D0228,23-11-2022,Cash,45,Delivered
O040651,C04758,D0446,25-12-2023,UPI,31,Late
O040652,C01545,D0362,31-10-2024,Card,22,Cancelled
O040653,C04212,D0201,03-03-2024,Wallet,34,Delivered
O040654,C00372,D0130,19-05-2025,Card,48,Cancelled
O040655,C00499,D0401,26-09-2025,Cash,32,Delivered
O040656,C04977,D0189,21-11-2024,Cash,22,Cancelled
O040657,C03872,D0434,06-08-2025,Wallet,44,Delivered
O040658,C03190,D0493,17-07-2024,UPI,34,Late
O040659,C01782,D0357,22-02-2024,Card,53,Cancelled
O040660,C03911,D0074,03-02-2024,UPI,22,Delivered
O040661,C02978,D0119,04-01-2025,UPI,45,Late
O040662,C01220,D0086,28-07-2021,Wallet,23,Delivered
O040663,C02458,D0287,09-09-2024,Cash,46,Late
O040664,C02383,D0153,04-10-2021,Cash,46,Cancelled
O040665,C04866,D0335,25-10-2023,UPI,20,Cancelled
O040666,C03054,D0263,21-10-2023,Cash,22,Delivered
O040667,C02935,D0145,31-08-2025,Card,36,Cancelled
O040668,C03622,D0351,04-06-2023,Cash,17,Delivered
O040669,C02817,D0274,21-03-2025,Cash,34,Late
O040670,C04269,D0339,18-03-2022,UPI,57,Late
O040671,C00118,D0324,15-06-2022,Wallet,43,Delivered
O040672,C03658,D0282,14-01-2025,Cash,42,Late
O040673,C00969,D0241,23-06-2025,Wallet,59,Cancelled
O040674,C04774,D0061,17-07-2022,Card,35,Delivered
O040675,C03320,D0132,28-07-2023,Cash,48,Cancelled
O040676,C00272,D0013,29-01-2024,Card,39,Cancelled
O040677,C03601,D0390,10-09-2024,UPI,33,Delivered
O040678,C03428,D0015,23-09-2021,Card,23,Late
O040679,C02878,D0327,24-08-2022,Cash,44,Late
O040680,C02281,D0274,06-04-2021,Wallet,27,Delivered
O040681,C04941,D0407,06-11-2023,UPI,35,Cancelled
O040682,C00985,D0169,21-01-2024,Card,48,Late
O040683,C02996,D0412,02-10-2025,Card,11,Late
O040684,C04964,D0278,02-11-2021,Card,14,Cancelled
O040685,C02296,D0195,03-03-2023,Wallet,14,Cancelled
O040686,C04801,D0274,06-09-2025,Card,47,Delivered
O040687,C02398,D0069,17-06-2024,Cash,55,Cancelled
O040688,C01133,D0376,13-08-2023,Card,21,Cancelled
O040689,C03573,D0204,02-01-2021,Cash,40,Late
O040690,C00241,D0093,09-01-2024,Wallet,27,Late
O040691,C02143,D0222,03-08-2024,Wallet,33,Late
O040692,C02689,D0121,20-09-2024,Wallet,32,Late
O040693,C04394,D0119,18-03-2024,Card,58,Cancelled
O040694,C01362,D0436,26-02-2024,Cash,11,Delivered
O040695,C02147,D0067,27-05-2025,UPI,40,Delivered
O040696,C01509,D0441,11-06-2021,Wallet,50,Delivered
O040697,C04013,D0063,06-12-2023,Wallet,16,Late
O040698,C01572,D0043,28-07-2024,Card,28,Cancelled
O040699,C00021,D0268,25-06-2023,Cash,56,Cancelled
O040700,C02871,D0459,06-08-2021,Card,11,Delivered
O040701,C01674,D0250,13-05-2022,Card,17,Late
O040702,C03058,D0304,17-02-2022,Card,56,Late
O040703,C00271,D0319,18-02-2025,UPI,53,Cancelled
O040704,C03112,D0262,03-02-2022,UPI,9,Delivered
O040705,C00617,D0320,20-12-2023,UPI,30,Late
O040706,C02559,D0282,16-07-2022,Wallet,34,Delivered
O040707,C01695,D0443,02-12-2025,Cash,57,Cancelled
O040708,C01591,D0067,03-05-2022,Wallet,19,Cancelled
O040709,C02452,D0050,01-09-2025,Card,44,Cancelled
O040710,C02920,D0208,04-09-2025,Wallet,17,Cancelled
O040711,C03372,D0030,28-04-2025,Card,11,Delivered
O040712,C03477,D0236,17-09-2023,UPI,19,Cancelled
O040713,C01778,D0377,15-04-2021,Wallet,8,Late
O040714,C02225,D0339,28-03-2021,Cash,10,Delivered
O040715,C04908,D0450,20-03-2022,Wallet,53,Delivered
O040716,C04393,D0188,21-06-2023,Wallet,49,Late
O040717,C00963,D0469,09-12-2023,Cash,9,Delivered
O040718,C01263,D0086,21-02-2022,UPI,41,Late
O040719,C04344,D0359,22-05-2023,Cash,22,Delivered
O040720,C03860,D0482,23-06-2021,Card,56,Delivered
O040721,C03036,D0189,04-09-2021,Card,39,Late
O040722,C00423,D0011,09-05-2024,Card,25,Late
O040723,C01003,D0042,05-02-2024,Wallet,33,Late
O040724,C00262,D0256,03-11-2023,UPI,34,Late
O040725,C02172,D0340,16-05-2025,Wallet,11,Delivered
O040726,C02040,D0458,26-02-2025,Cash,41,Cancelled
O040727,C00834,D0180,29-06-2022,Wallet,34,Late
O040728,C00846,D0025,18-01-2021,Cash,53,Late
O040729,C03720,D0298,21-08-2021,UPI,12,Delivered
O040730,C04921,D0225,20-06-2022,Card,38,Late
O040731,C01820,D0415,23-10-2025,Wallet,10,Cancelled
O040732,C03319,D0028,02-07-2021,Card,23,Cancelled
O040733,C01146,D0327,19-01-2021,UPI,24,Late
O040734,C01532,D0405,09-09-2024,Card,39,Cancelled
O040735,C04312,D0142,17-11-2025,Cash,39,Cancelled
O040736,C02553,D0234,23-10-2025,Cash,9,Delivered
O040737,C00038,D0225,02-10-2021,Wallet,26,Late
O040738,C00503,D0168,30-10-2024,UPI,53,Delivered
O040739,C02976,D0014,21-02-2022,Card,23,Delivered
O040740,C02423,D0479,24-05-2023,Cash,48,Cancelled
O040741,C02347,D0242,29-01-2021,Cash,12,Cancelled
O040742,C04118,D0119,11-11-2023,Wallet,33,Delivered
O040743,C04223,D0402,26-08-2021,UPI,23,Late
O040744,C02919,D0424,21-08-2021,Cash,37,Cancelled
O040745,C04932,D0036,18-08-2021,Wallet,46,Late
O040746,C04539,D0394,27-02-2025,Cash,18,Delivered
O040747,C03991,D0093,21-07-2025,UPI,56,Late
O040748,C01232,D0139,22-01-2021,UPI,24,Delivered
O040749,C02872,D0067,01-08-2024,Cash,9,Delivered
O040750,C03946,D0122,11-02-2021,Wallet,48,Late
O040751,C02112,D0268,01-09-2021,UPI,38,Delivered
O040752,C01711,D0174,27-08-2024,Wallet,45,Cancelled
O040753,C04164,D0404,06-02-2024,Card,23,Late
O040754,C04145,D0073,28-04-2023,UPI,56,Delivered
O040755,C02337,D0278,24-04-2024,Wallet,33,Delivered
O040756,C03113,D0024,04-02-2025,Card,34,Late
O040757,C01133,D0183,21-08-2023,UPI,19,Cancelled
O040758,C03423,D0069,24-02-2025,UPI,35,Late
O040759,C03218,D0026,12-09-2025,UPI,36,Cancelled
O040760,C03817,D0026,02-08-2022,Wallet,43,Cancelled
O040761,C00529,D0288,28-10-2022,Cash,51,Cancelled
O040762,C02479,D0216,19-09-2023,UPI,45,Delivered
O040763,C01504,D0470,05-12-2025,Cash,39,Delivered
O040764,C00172,D0180,28-08-2023,Cash,8,Delivered
O040765,C03629,D0219,15-06-2022,Cash,40,Delivered
O040766,C03881,D0459,05-06-2025,Wallet,13,Late
O040767,C01296,D0460,10-08-2024,Wallet,55,Cancelled
O040768,C03638,D0002,16-03-2021,Wallet,26,Delivered
O040769,C01420,D0191,09-07-2025,UPI,17,Cancelled
O040770,C00036,D0160,26-04-2025,Cash,40,Cancelled
O040771,C01690,D0178,19-02-2022,Wallet,60,Delivered
O040772,C03011,D0146,27-03-2024,UPI,60,Late
O040773,C00011,D0334,07-08-2025,Wallet,58,Delivered
O040774,C01507,D0320,14-03-2022,UPI,19,Delivered
O040775,C04345,D0147,23-08-2022,Cash,15,Late
O040776,C00154,D0025,28-10-2021,Cash,48,Late
O040777,C04736,D0460,01-03-2024,Wallet,43,Cancelled
O040778,C03717,D0463,27-12-2024,Cash,57,Cancelled
O040779,C03229,D0424,22-06-2024,Cash,24,Late
O040780,C03035,D0056,12-06-2025,UPI,44,Late
O040781,C03713,D0293,13-04-2022,Wallet,54,Cancelled
O040782,C01331,D0108,06-05-2025,Card,59,Cancelled
O040783,C02945,D0023,16-10-2023,Wallet,33,Cancelled
O040784,C03209,D0236,19-10-2025,Cash,11,Delivered
O040785,C04070,D0227,30-12-2023,Cash,18,Delivered
O040786,C00276,D0381,21-11-2021,Card,47,Cancelled
O040787,C04308,D0111,14-01-2022,Card,59,Delivered
O040788,C03962,D0372,17-10-2024,Cash,21,Cancelled
O040789,C01054,D0140,20-09-2024,Cash,47,Late
O040790,C02547,D0085,05-08-2024,Cash,26,Late
O040791,C00373,D0293,16-12-2021,Card,52,Cancelled
O040792,C04986,D0452,17-03-2021,Cash,57,Late
O040793,C00010,D0129,22-02-2024,Cash,39,Late
O040794,C02321,D0114,31-12-2021,Wallet,35,Delivered
O040795,C00914,D0410,26-01-2025,Cash,55,Delivered
O040796,C00026,D0236,23-05-2024,Cash,21,Delivered
O040797,C04703,D0500,15-01-2023,UPI,53,Delivered
O040798,C02258,D0481,04-12-2023,Card,38,Delivered
O040799,C02355,D0287,14-07-2023,Card,60,Late
O040800,C04062,D0170,12-07-2025,Card,51,Late
O040801,C04180,D0132,30-08-2025,Card,59,Late
O040802,C03344,D0023,11-11-2023,Wallet,43,Late
O040803,C01318,D0034,07-03-2021,Cash,52,Late
O040804,C02011,D0335,15-11-2023,Wallet,10,Delivered
O040805,C02832,D0267,08-11-2024,Cash,11,Delivered
O040806,C02097,D0192,27-07-2023,Card,54,Cancelled
O040807,C03266,D0129,01-07-2022,Cash,13,Late
O040808,C01519,D0489,31-10-2024,UPI,45,Late
O040809,C00177,D0411,04-11-2023,UPI,42,Delivered
O040810,C02696,D0374,16-07-2021,Cash,47,Cancelled
O040811,C00900,D0366,28-03-2021,Cash,9,Delivered
O040812,C02016,D0339,21-07-2023,Cash,37,Delivered
O040813,C00081,D0248,02-03-2022,Cash,50,Delivered
O040814,C04172,D0205,08-11-2025,Cash,35,Cancelled
O040815,C02471,D0249,14-03-2021,Cash,51,Late
O040816,C00713,D0119,08-10-2025,Cash,45,Cancelled
O040817,C04609,D0383,20-08-2024,Cash,11,Late
O040818,C03407,D0206,15-04-2025,Card,10,Delivered
O040819,C03172,D0351,27-05-2024,UPI,39,Late
O040820,C02401,D0219,27-04-2023,Wallet,42,Delivered
O040821,C04292,D0292,08-05-2021,Wallet,53,Late
O040822,C03426,D0102,15-09-2023,Card,38,Cancelled
O040823,C02910,D0328,14-07-2022,Card,11,Delivered
O040824,C01170,D0430,23-12-2023,Wallet,50,Late
O040825,C00042,D0232,30-07-2025,Wallet,20,Delivered
O040826,C04993,D0443,05-07-2025,Wallet,40,Cancelled
O040827,C01481,D0371,23-08-2022,Wallet,60,Cancelled
O040828,C03179,D0437,19-02-2022,Card,18,Cancelled
O040829,C00575,D0328,27-03-2022,Wallet,41,Cancelled
O040830,C01669,D0403,11-04-2022,Cash,24,Delivered
O040831,C03140,D0098,17-07-2022,Cash,36,Cancelled
O040832,C03014,D0120,05-06-2021,Card,47,Late
O040833,C02126,D0258,27-07-2023,Card,11,Delivered
O040834,C03312,D0056,09-03-2022,UPI,35,Cancelled
O040835,C04621,D0077,07-05-2024,UPI,51,Late
O040836,C04924,D0153,17-04-2023,Wallet,18,Cancelled
O040837,C04147,D0421,27-12-2024,UPI,41,Cancelled
O040838,C03463,D0390,20-07-2022,Cash,40,Late
O040839,C04957,D0290,19-05-2025,Card,21,Late
O040840,C01466,D0210,02-03-2024,Wallet,17,Late
O040841,C03114,D0262,20-08-2023,Wallet,58,Cancelled
O040842,C01523,D0317,25-10-2024,Wallet,52,Cancelled
O040843,C02744,D0110,08-10-2021,Wallet,15,Cancelled
O040844,C02631,D0165,28-08-2021,Wallet,60,Cancelled
O040845,C02762,D0076,02-04-2025,Wallet,31,Delivered
O040846,C03230,D0169,20-12-2021,Card,24,Delivered
O040847,C04305,D0343,06-09-2022,Cash,34,Cancelled
O040848,C01162,D0181,14-02-2023,Wallet,54,Cancelled
O040849,C02714,D0452,06-02-2023,Wallet,55,Cancelled
O040850,C04564,D0301,18-11-2021,UPI,13,Late
O040851,C02558,D0037,06-01-2023,Cash,9,Cancelled
O040852,C03806,D0267,15-05-2022,Wallet,50,Delivered
O040853,C04673,D0292,11-01-2021,Wallet,8,Delivered
O040854,C04344,D0027,21-02-2022,UPI,30,Delivered
O040855,C01459,D0412,04-01-2024,Cash,24,Late
O040856,C04122,D0408,21-01-2022,UPI,37,Late
O040857,C02784,D0235,23-07-2021,UPI,46,Delivered
O040858,C03635,D0375,01-05-2023,UPI,35,Delivered
O040859,C02549,D0397,21-12-2022,Wallet,59,Late
O040860,C01645,D0488,01-03-2022,Card,9,Late
O040861,C02641,D0372,15-06-2025,Wallet,55,Delivered
O040862,C01059,D0306,05-01-2024,Wallet,57,Delivered
O040863,C02602,D0401,03-04-2023,UPI,52,Late
O040864,C00285,D0251,22-10-2022,Wallet,30,Cancelled
O040865,C04701,D0307,11-09-2022,Cash,46,Cancelled
O040866,C01459,D0290,18-01-2025,UPI,49,Delivered
O040867,C03288,D0072,07-11-2021,UPI,12,Late
O040868,C00130,D0117,27-07-2024,Wallet,11,Delivered
O040869,C01458,D0321,17-03-2023,Card,9,Delivered
O040870,C00604,D0268,29-01-2025,Cash,50,Delivered
O040871,C01244,D0443,06-04-2021,Card,37,Cancelled
O040872,C04501,D0431,04-01-2023,Cash,15,Delivered
O040873,C02724,D0387,29-03-2023,UPI,37,Late
O040874,C02063,D0358,06-05-2024,Cash,30,Late
O040875,C00429,D0103,14-09-2021,UPI,39,Delivered
O040876,C04218,D0254,04-10-2022,Cash,16,Late
O040877,C03456,D0180,16-08-2023,UPI,58,Cancelled
O040878,C00581,D0432,12-03-2021,UPI,51,Cancelled
O040879,C00474,D0438,13-07-2025,UPI,16,Delivered
O040880,C02344,D0098,21-10-2024,Card,13,Delivered
O040881,C04959,D0122,11-01-2021,Wallet,35,Late
O040882,C02998,D0346,12-10-2023,UPI,52,Cancelled
O040883,C03531,D0051,26-01-2021,Wallet,20,Delivered
O040884,C00543,D0419,23-09-2021,Cash,32,Late
O040885,C00391,D0138,08-05-2021,Wallet,43,Late
O040886,C03839,D0341,21-07-2024,Card,42,Delivered
O040887,C03395,D0135,03-10-2023,Wallet,20,Delivered
O040888,C01426,D0234,09-08-2023,Card,50,Cancelled
O040889,C01269,D0278,24-12-2024,UPI,46,Late
O040890,C04963,D0204,12-11-2025,UPI,19,Delivered
O040891,C01545,D0380,25-02-2023,Wallet,48,Delivered
O040892,C02285,D0457,08-11-2025,Wallet,36,Late
O040893,C01579,D0315,17-11-2021,Wallet,15,Delivered
O040894,C01190,D0243,01-01-2021,UPI,23,Cancelled
O040895,C03831,D0143,18-05-2024,Card,20,Cancelled
O040896,C04434,D0205,13-11-2022,Card,52,Delivered
O040897,C02635,D0456,25-01-2022,UPI,38,Delivered
